kode;nama;kategori;satuan_kecil;harga_beli;harga_jual;satuan_besar
0102n0014;CARDIO ASPIRIN 100MG TAB 30S;Obat Keras;Dos;567314;2200;Tablet
0112e0368;CARDIOMIN SOFT CAP 20S;Vitamin;Dos;577808;12943;Strip
0104l0033;CATAFLAM 25MG TAB 50S;Obat Keras;Dos;16659546;3930;Tablet
0104l0034;CATAFLAM 50MG TAB 50S;Obat Keras;Dos;31794285;7500;Tablet
0104l0035;CATAFLAM D 50MG TAB 50S;Obat Keras;Dos;3162834;7460;Tablet
0104l0036;CATAFLAM FAST 50MG SACH 9S;Obat Keras;Dos;812856;10650;Sachet
0112d0071;CAVIPLEX TAB 100S;Vitamin;Dos;650034;7350;Strip
0112d0072;CAVIT D3 TAB 100S;Vitamin;Dos;23339919;26370;Strip
0102b0011;CEDOCARD 10MG TAB 60S;Obat Keras;Dos;104027;2050;Tablet
0102b0013;CEDOCARD 5MG TAB 60S;Obat Keras;Dos;70707;1390.57;Tablet
0108b0051;CEFADROXIL HEXPHARM 500MG CAP 100S;Obat Keras;Dos;6847535;770;Capsul
0108b0109;CEFIXIME NOVEL 100MG CAP 50S;Obat Keras;Dos;3890328;879.21;Capsul
0108b0111;CEFIXIME NOVEL 200MG TAB 50S;Obat Keras;Dos;8730927;1970;Capsul
0108b0143;CEFSPAN 100MG CAP 30S;Obat Keras;Dos;743820;28000;Capsul
0108b0145;CEFSPAN 200MG CAP 10S;Obat Keras;Dos;3954375;44684.44;Capsul
0104l0040;CELEBREX 100MG CAP 30S;Obat Keras;Dos;34269063;13477.84;Capsul
0104l0041;CELEBREX 200MG CAP 30S;Obat Keras;Dos;4923677;19350;Capsul
0118a0044;CELESTAMIN TAB 30S;Obat Keras;Dos;124564;5000;Tablet
0112g0241x17;CEREBROFORT MARINE GUMMY GRAPE SACH 5S;F&b;Dos;1034298;11894.43;Sachet
0112g0191;CEREBROFORT MARINE GUMMY JERUK SACH 5S;F&b;Dos;1034298;11894.43;Sachet
0112g0192;CEREBROFORT MARINE GUMMY MANGO SACH 5S;F&b;Dos;1034298;12411.58;Sachet
0112g0246x17;CEREBROFORT MARINE GUMMY MIXED FRUIT SACH 5S;F&b;Dos;28980;7000;Sachet
0112g0195;CEREBROFORT MARINE GUMMY STRAWBERRY SACH 5S;F&b;Dos;1034298;11894.43;Sachet
0113f0337;CEREBROVIT GB TAB STR 10S;Vitamin;Dos;144240;16200;Strip
0113f0339;CEREBROVIT X-CEL TAB 10S;Vitamin;Dos;144240;16200;Strip
0118a0046;CERINI 10MG TAB 20S;Obat Keras;Dos;76146;4490;Tablet
GTJQ4148;CETEME 12 TABLET;Obat Bebas;Dos;45125;1403.88;Strip
0118a0050;CETINAL 10MG TAB 30S;Obat Keras;Dos;186480;7330;Tablet
0118a0053;CETIRIZINE HEXPHARM 10MG TAB;Obat Keras;Dos;1803195;210;Tablet
1,08E+24;CHLORAMPHENICOL IF 250MG CAP 120S;Obat Keras;Dos;52800;600;Capsul
0102l0031;CHOLESTAT 10MG TAB 30S;Obat Keras;Dos;127872;5030;Tablet
0102l0032;CHOLESTAT 20MG TAB 30S;Obat Keras;Dos;261228;10274;Tablet
0102l0271x17;CHOLESTOR 10MG FC TAB 30S;Obat Keras;Dos;90000;3500;Tablet
0101a0072;CIMETIDINE BERNOFARM 200MG TAB 100S;Obat Keras;Dos;33770;400;Tablet
0108g0019;CIPROFLOXACIN BERNO 500MG TAB 100S;Obat Keras;Dos;47730;540;Tablet
0108g0038;CIPROXIN 500MG TAB 20S;Obat Keras;Dos;5885847;33250;Tablet
0101b0147x17;CISAPRIDE DEXA 5MG TAB 100S;Obat Keras;Dos;68705;800;Tablet
0104p0034;CITICOLIN NOVELL 500MG TAB 30S;Obat Keras;Dos;133200;5240;Tablet
0108c0131;CLANEKSI 500MG TAB 30S;Obat Keras;Dos;4005324;15090;Tablet
0118a0074;CLARITIN 10MG TAB 30S;Obat Keras;Dos;1597409;6280;Tablet
0101a0553;CLAST 0,5MG TAB 100S;Obat;Dos;189000;2200;Tablet
0108c0136;CLAVAMOX 500MG TAB 30S;Obat Keras;Dos;359975;13550;Kaplet
0108k0023;CLINDAMYCIN NOVELL 150MG CAP 50S;Obat Keras;Dos;35805;800;Capsul
0108k0024;CLINDAMYCIN NOVELL 300MG TAB 50S;Obat Keras;Dos;6245748;1410;Capsul
0108p0009;CLINOVIR 400MG TAB 30S;Obat Keras;Dos;24350625;9170;Tablet
1,04E+12;CLOBAZAM DEXA 10MG TAB 100S;Psikotropik;Dos;95000;1200;Tablet
0102g0008;CLONIDINE KF 0.15MG TAB 100S;Obat Keras;Dos;24000;280;Tablet
0102n0048;CLOPIDOGREL DEXA 75MG TAB 30S;Obat Keras;Dos;50949;2003.99;Tablet
0102n0053;CLOPIDOGREL HEXPHARM 75MG TAB 30S;Obat Keras;Dos;54021;2050;Tablet
0102n0053A;CLOPIDOGREL KIMIA FARMA 75MG TAB 30S;Obat Keras;Dos;270000;10600;Tablet
0102n0055;CLOPIDOGREL PRATAPA NIRMALA 75MG TAB 30S;Obat Keras;Dos;544401;2000;Tablet
OBT0310;CLUNGENE RAPID KIT 25S;Alat Kesehatan;Dos;8586125;1250000;Dos
0108c0307;CO AMOXICLAVE IF 625MG TAB 30S;Obat Keras;Dos;1054944;3970;Kaplet
0102f0018;CO-APROVEL 150/12,5MG TAB 28S;Obat Keras;Dos;4078602;17200;Tablet
0112b0054;COBAZIM 1000MCG CAP 100S;Obat Keras;Dos;491150;5800;Capsul
0103c0034;CODEIN 10MG TAB 100S;Narkotik;Dos;68497;1030;Tablet
0103c0036;CODEIN 15MG TAB 100S;Narkotik;Dos;123398;1850.97;Tablet
0103c0038;CODEIN 20MG TAB 100S;Narkotik;Dos;147600;2200;Tablet
0103c0045;CODIPRONT CUM EXP CAP 10S;Narkotik;Dos;105028;13653.64;Capsul
0113f5600;COLIDAN 50MG CAP 30S;Obat Bebas;Dos;947496;35373.18;Strip
0108q0008;COMBANTRIN 125MG STR 25S;Obat Bebas;Dos;36703562;16450;Strip
0108q0009;COMBANTRIN 250MG STR 25S;Obat Bebas;Dos;3722385;16680;Strip
0103b0013;COMBIVENT UDV 2,5ML AMPUL 20S;Obat Keras;Dos;39895176;23538.15;Vial
0102d0023;CONCOR 2,5MG TAB 100S;Obat Keras;Dos;7104888;8383.76;Tablet
0102a0004;CORDARON 200MG TAB 30S;Obat Keras;Dos;265100;10427;Tablet
0106d0016;CORTIDEX 0,5MG TAB 100S;Obat Keras;Dos;33300;390;Tablet
0108j0023;COTRIMOXAZOLE KF 480MG TAB 100S;Obat Keras;Dos;35200;420;Tablet
0102n0015;CPG 75MG TAB 30S;Obat Keras;Dos;526473;20707.94;Tablet
0108g0049;CRAVIT 500MG TAB 10S;Obat Keras;Dos;474320;53598.16;Tablet
0102l0035;CRESTOR 10MG TAB 30S;Obat Keras;Dos;6909188;27180;Tablet
0102l0036;CRESTOR 20MG TAB 30S;Obat Keras;Dos;803770;31614.96;Tablet
0102l0038;CRESTOR 5MG TAB 30S;Obat Keras;Dos;3675749;14457;Tablet
1,13E+06;CURCUMA TAB 10S;Vitamin;Dos;63250;7080;Strip
1,13E+11;CURVIT CAPL 50S;Vitamin;Dos;96903;21706.27;Strip
1,01E+07;CUSTODIOL TAB 30S;Obat Bebas;Dos;193806;7240;Strip
0106b0054;CYCLO-PROGYNOVA TAB;Obat Keras;Dos;1884421;222360;Dos
0112a0010;DALFAROL 200IU CAP 100S;Obat Bebas;Dos;30131178;3400;Capsul
0104k0076;DAPYRIN 500MG TAB 200S;Obat Bebas;Dos;39600;2220;Strip
0113f0498;DARSI CAP 12S;Obat Bebas;Dos;81816;91600;Dos
0116l0002;DARYANT TULLE STERILE 10X10CM 10S;Alat Kesehatan;Dos;2118919;24350;Strip
0103c0063;DECOLGEN FX TAB 10S;Oot Prekursor;Dos;5126346;6151.62;Strip
0103c0067;DECOLGEN TAB STR 4S;Oot Prekursor;Dos;4392603;2020;Strip
0103c0068;DECOLSIN CAP STR 4S;Oot Prekursor;Dos;6053607;2780;Strip
1,15E+26;DEGIROL LOZ TAB 20S;Obat Bebas;Dos;2380539;26900;Dos
0103c0081;DEMACOLIN TAB 100S;Oot Prekursor;Dos;5249967;600;Tablet
0106d0203;DEXA HARSEN 0.5MG TAB 200S STRIP;Obat Keras;Dos;3476755;2050;Strip
0106d0206;DEXA HARSEN 0.75MG TAB 200S STRIP;Obat Keras;Dos;417582;2340;Strip
0106d0209;DEXA M 0.75MG TAB 150S;Obat Keras;Dos;1874978;1500;Strip
CCAP5486;DEXAMETHASONE 0.5 MG 10 TABLET;Obat Keras;Dos;1000918;120;Tablet
0104l0052;DEXKETOPROFEN TROMETAMOL ETERCON 25MG TAB 50S;Obat Keras;Dos;116550;2750.58;Tablet
0118a0116;DEXTAMINE TAB 100S;Obat Keras;Dos;14223651;1680;Tablet
0118a0117;DEXTEEM PLUS TAB 100S;Obat Keras;Dos;2506491;300;Tablet
0103c0092;DEXTRAL TAB 150S;Oot Prekursor;Dos;75240;6000;Strip
0108c0146;DEXYCLAV F 500MG TAB 30S;Obat Keras;Dos;40180668;14732.91;Tablet
0111b0068;DIAMICRON 80MG TAB 120S;Obat Keras;Dos;400200;3900;Tablet
0111b0069;DIAMICRON MR 60MG TAB 30S;Obat Keras;Dos;21304785;8380;Tablet
0107a0008;DIANE 35 TAB;Obat Keras;Dos;14252844;168183.56;Dos
0101d0016;DIAPET ANAK 10ML SACH 6S;Obat Bebas;Dos;8910;10050;Dos
0101d0017;DIAPET CAP STR 4S;Obat Bebas;Dos;49500;2200;Strip
0101d0117x17;DIAPET NR CAP 4S;Obat Bebas;Dos;62382;2790;Strip
40100081;DIASWEET POWDER 50S;Obat Bebas;Dos;1800;2000;Dos
0104l0172;DICLOFENAC POTASSIUM HEXPHARM 50MG TAB 50S;Obat Keras;Dos;5045616;600;Tablet
0108n0024;DIFLUCAN 150MG TAB 5S;Obat Keras;Dos;6749545;159300;Capsul
0102a0008;DIGOXIN YARINDO 0.25MG TAB 100S;Obat Keras;Dos;139425;160;Tablet
1,04E+19;DILANTIN 100MG CAP 100S;Obat Keras;Dos;492004;5800;Capsul
1,02E+98;DILTIAZEM DEXA 30MG TAB 100S;Obat Keras;Dos;174383;210;Tablet
0102f0027;DIOVAN 160MG TAB 28S;Obat Keras;Dos;414568;17471;Tablet
0102f0029;DIOVAN 80MG TAB 28S;Obat Keras;Dos;28100982;11842.56;Tablet
0101b0053;DISFLATYL TAB 100S;Obat Bebas;Dos;493284;560;Tablet
0113f0591;DISOLF CAP 30S;Obat Bebas;Dos;230769;51692.26;Strip
1,02E+103;DIVASK 5MG TAB 30S;Obat Keras;Dos;2056275;8090;Tablet
0104l0072;DOLO NEUROBION TAB 100S;Obat Bebas;Dos;17814501;20130;Strip
0104l0075;DOLOFEN-F 400MG TAB 100S;Obat Keras;Dos;889713;10500;Strip
0101b0074;DOMPERIDONE DEXA 10MG TAB 100S;Obat Keras;Dos;2875899;340;Tablet
0104g0006;DONEPEZIL HCL NOVELL 5MG TAB 30S;Obat Keras;Dos;179820;7070;Tablet
0108h0008;DOXYCYCLINE IF 100MG TAB 100S;Obat Keras;Dos;72820;800;Capsul
0104i0012;DRAMAMINE 50MG TAB 100S;Obat Keras;Dos;1956042;2308.13;Tablet
1,01E+11;DULCOLAX SUPP ADULT 5S;Obat Keras;Dos;12909522;30466.47;Suppos
1,01E+13;DULCOLAX SUPP CHILD 6S;Obat Keras;Dos;1100407;21641.33;Suppos
1,01E+16;DULCOLAX TAB 4S;Obat Bebas;Dos;16479948;9230;Strip
0104k0081;DUMIN 500MG TAB 100S;Obat Bebas;Dos;5427664;6150;Strip
0104k0082;DUMIN RECTAL 125MG/2.5ML TUBE 5S;Obat Bebas;Dos;8767335;19638.83;Tube
1,12E+264;DUMOCALCIN COKL TAB 30S;Vitamin;Dos;1561326;5830;Strip
1,12E+265;DUMOCALCIN PEPPERMINT TAB 30S;Vitamin;Dos;1561326;5830;Strip
0106b0015;DUPHASTON 10MG TAB 20S;Obat;Dos;37547193;22150;Tablet
5,04E+12;DUREX FETHERLITE 3S;Alat Kesehatan;Dos;2124925;24436.63;Dos
8,99E+12;DUREX INVISIBLE 2S;Alat Kesehatan;Dos;3456259;39750;Dos
5,04E+12;DUREX PERFORMA 3S;Alat Kesehatan;Dos;2806191;32271.2;Dos
5,04E+12;DUREX STRAWBERRY 3S;Alat Kesehatan;Dos;16900;19440;Dos
5,04E+12;DUREX TOGETHER 3S;Alat Kesehatan;Dos;16687;19200;Dos
20001376;EASY TOUCH Hb STRIP 25S;Alat Kesehatan;Dos;227275;272700;Dos
20001378;EASY TOUCH URIC ACID STRIP 25S;Alat Kesehatan;Dos;81000;93150;Dos
1,12E+266;EAZYCAL TAB 30S;Vitamin;Dos;163170;36880;Strip
GHNQ2153;EFISOL-C 10 TABLET;Obat Bebas;Dos;29150;16470;Strip
0112g0236x17;EGOJI CHEWY GUMMY JERUK SACH 5S;Vitamin;Dos;38073;8530;Sachet
DFJN6662;EGOJI CHEWY GUMMY STRAWBERRY 20 GR ISI 10;Vitamin;Dos;38073;8530;Sachet
1,12E+272;ELKANA TAB 100S;Vitamin;Dos;93240;10536.12;Strip
0112h0023;EMINETON TAB 100S;Vitamin;Dos;197580;22128.96;Strip
0110f0007;ENATIN CAP 50S;Obat Bebas;Dos;76000;85100;Botol
0116a0035;ENBATIC PWD 3G;Obat Keras;Dos;9249999;3000;Sachet
1,12E+42;ENERVON ACTIVE FC TAB 4S STRIP 25S;Vitamin;Dos;12560427;5677.32;Strip
1,12E+276;ENERVON C TAB STR 4S;Vitamin;Dos;10653995;4820;Strip
1,12E+278;ENGRAN TAB STR 4S;Vitamin;Dos;202900;9100;Strip
0103c0144;EPEXOL 30MG TAB 100S;Obat Keras;Dos;94350;1110;Tablet
0105c0007;EPRINOC 50MG TAB 100S;Obat Keras;Dos;385000;4550;Tablet
0103c0149;ERDOSTEINE ETERCON 300MG CAP 20S;Obat Keras;Dos;53946;3180;Capsul
0104n0006;ERICAF TAB 100S;Oot Prekursor;Dos;61343484;7361.22;Tablet
0108f0022;ERYSANBE 500MG TAB 100S;Obat Keras;Dos;299750;3390;Tablet
0104b0008;ESILGAN 2MG TAB 100S;Psikotropik;Dos;571375;7400;Tablet
0108l0017;ETHAMBUTOL BERNO 500MG TAB 100S;Obat Keras;Dos;90000;1020;Tablet
0104l0627x17;ETORICOXIB NOVELL 120MG TAB 30S;Obat Keras;Dos;214500;8437;Tablet
0104l0625x17;ETORICOXIB NOVELL 60MG TAB 30S;Obat Keras;Dos;1174824;4620;Tablet
0104l0626x17;ETORICOXIB NOVELL 90MG TAB 30S;Obat Keras;Dos;1507824;5930.77;Tablet
0111c0002;EUTHYROX 100MCG TAB 100S;Obat Keras;Dos;32078889;3790;Tablet
0111c0003;EUTHYROX 50MCG TAB 100S;Obat Keras;Dos;18238077;2150;Tablet
0112a0019;EVER E 250 IU CAP 6S AMPLOP;Vitamin;Dos;309250;28900;Strip
0112a0020;EVER E 250IU CAP 12S;Vitamin;Dos;26751;29961.12;Dos
0102l0049;EVOTHYL 100MG TAB 30S;Obat Keras;Dos;148005;5821;Tablet
1,02E+186;EXFORGE 10MG/160MG TAB 28S;Obat Keras;Dos;39463719;16631.14;Tablet
1,02E+187;EXFORGE 5MG/160MG TAB 28S;Obat Keras;Dos;38859768;16376.62;Tablet
1,02E+188;EXFORGE 5MG/80MG TAB 28S;Obat Keras;Dos;37006554;15600;Tablet
40200230;EXOTIC DELIGHT MATCHA GREEN TEA SACH 5S;F&b;Dos;163350;196000;Dos
0114i0037;EYEVIT TAB 30S;Vitamin;Dos;1423575;32170;Strip
0102l0051;EZETROL 10MG TAB 30S;Obat Keras;Dos;60897375;23952.97;Tablet
0101h00191;FAKTU SUPP 10S;Obat Keras;Dos;83250;9823.5;Suppos
0101a0116;FAMOTIDINE IF 20MG TAB 50S;Obat Keras;Dos;7380;200;Tablet
0101a0117;FAMOTIDINE IF 40MG TAB 50S;Obat Keras;Dos;10047;200;Tablet
0102a0020;FARGOXIN 0.25MG TAB 100S;Obat Keras;Dos;30800;363.44;Tablet
0101b0102;FARMACROL F TAB 100S;Obat Bebas;Dos;99000;11100;Strip
1,02E+106;FARMALAT 10MG TAB 100S;Obat Keras;Dos;310035;350;Tablet
0102n0022;FARMASAL 100MG TAB 100S;Obat Keras;Dos;88800;1050;Tablet
0102d0028;FARNORMIN 50MG TAB 100S;Obat Keras;Dos;48510;570;Tablet
0102b0061;FARSORBID 10MG TAB 100S;Obat Keras;Dos;25909;310;Tablet
0102b0063;FARSORBID 5MG TAB 100S;Obat Keras;Dos;19030;220;Tablet
1,12E+296;FATIGON SPIRIT TAB 6S STR;Vitamin;Dos;817293;9153.68;Strip
0113f0745;FATIGON TAB 4S STR;Vitamin;Dos;779955;5800;Strip
0104k0106;FEMINAX TAB STR;Obat Bebas;Dos;679875;3050;Strip
0102l0056;FENOFIBRATE HEXPHARM 100MG CAP 30S;Obat Keras;Dos;53280;2095.68;Capsul
0102l0057;FENOFIBRATE HEXPHARM 300MG CAP 30S;Obat Keras;Dos;62604;2460;Capsul
0102l0059;FENOFIBRATE MEDIKON 200MG TAB 40S;Obat Keras;Dos;170280;5020;Capsul
0112h0029;FEROFORT TAB 100S;Vitamin;Dos;175000;19600;Strip
1,15E+34;FG TROCHES MEIJI TAB 300S;Obat Keras;Dos;410700;15740;Strip
9,56E+12;FIESTA ULTRA SAFE 3S;Alat Kesehatan;Dos;1115883;12830;Dos
0105f0028;FITBON TAB 60S;Vitamin;Dos;80000;9000;Strip
0112g0078;FITKOM GUMMY FRUIT&VEGGIE;Vitamin;Dos;138528;15520;Dos
0112g0238x17;FITKOM GUMMY MULTIVITAMIN 21G SACH 5S;Vitamin;Dos;6360;7100;Dos
0112g0076;FITKOM GUMMY VITAMIN BLUE 5 SACHET;Vitamin;Dos;37488;41990;Botol
0112g0240x17;FITKOM GUMMY VITAMIN C & ZINC 24G SACH 5S;Vitamin;Dos;12720;14200;Dos
0110a0017;FLADYSTIN OVULA 10S;Obat Keras;Dos;165000;19450;Suppos
0108k0068;FLAGYL F 500MG TAB 100S;Obat Keras;Dos;8704256;9570;Tablet
0104l0129;FLAMAR 50MG TAB 100S;Obat Keras;Dos;201243;2370;Tablet
0104l0133;FLAMIC 50MG TAB 50S;Obat Keras;Dos;150000;3500;Tablet
0103b0034;FLIXOTIDE NEBULES 0.5MG/2ML 10S;Obat Keras;Dos;210540;23600;Vial
0108n0032;FLUCONAZOLE KF 150MG CAP 10S;Obat Keras;Dos;18890202;22290;Capsul
0103c0184;FLUDANE F TAB STR 25S;Oot Prekursor;Dos;98000;4700;Strip
0103c0186;FLUDANE PLUS TAB 25S STRIP;Oot Prekursor;Dos;95500;4600;Strip
0103c0188;FLUDANE TAB 25S STRIP;Oot Prekursor;Dos;78000;3700;Strip
0103c0196;FLUIMUCIL 200MG CAP 60S;Obat Keras;Dos;3774666;7420;Capsul
BWNZ8717;FLUIMUCIL 600 MG 2 TABLET EFFERVESCENT;Obat Keras;Dos;1512042;35680;Strip
0103c0199;FLUIMUCIL ADULT 200MG SACH 30S;Obat Keras;Dos;201586;7950;Sachet
0103c0200;FLUIMUCIL PAED 100MG SACH 30S;Obat Keras;Dos;132000;5200;Sachet
0104n0013;FLUNARIZINE NULAB 10MG TAB 40S;Obat Keras;Dos;79920;2357.64;Tablet
0104n0014;FLUNARIZINE NULAB 5MG TAB 40S;Obat Keras;Dos;47175;1391.66;Tablet
0112h0043;FOLAMIL TAB 100S;Vitamin;Dos;166500;7460;Strip
0112b0066;FOLAVIT 1MG TAB 100S;Vitamin;Dos;2032635;9100;Strip
0112b0067;FOLAVIT 400MG TAB 100S;Vitamin;Dos;990564;11094.32;Strip
0112h0052;FOLIC ACID 1MG PHAPROS TAB 100S;Vitamin;Dos;1099725;1242.69;Strip
0112b0068;FORNEURO CAP 30S;Vitamin;Dos;18822825;42163.13;Strip
0105c0011;FORRES 50MG TAB 50S;Obat Keras;Dos;271950;6420;Tablet
0111b0082;FORXIGA FC 10MG TAB 28S;Obat Keras;Dos;57241923;24120;Tablet
0102j0022;FREGO 5MG TAB 50S;Obat Keras;Dos;330000;7790;Tablet
0113f0809;FUCOIDAN 100MG CAP 18S;Vitamin;Dos;21807726;81415.51;Strip
0112b0069;FUNDAMIN E TAB 4S;Vitamin;Dos;965888;4350;Strip
0102h0020;FUROSEMIDE YARINDO 40MG TAB 100S;Obat Keras;Dos;229185;270;Tablet
1,04E+28;GABAPENTIN NULAB 300MG CAP 30S;Obat Keras;Dos;800415;3150;Capsul
0111b0001;GALVUS 50MG TAB 28S;Obat Keras;Dos;23549094;9924.27;Tablet
0111b0003;GALVUSMET 50MG/500MG TAB 30S;Obat Keras;Dos;24726582;9725.79;Tablet
0101a0126;GASTRAN TAB 4S STRIP;Obat Bebas;Dos;54193;2400;Strip
0101a0136;GASTRUCID TAB 100S;Obat Bebas;Dos;3163685;3550;Strip
20001752;GELAS CUCI MATA;Alat Kesehatan;Dos;1788;100;Pcs
0102l0068;GEMFIBROZIL IF 300MG TAB 120S;Obat Keras;Dos;42240;500;Capsul
20001766;GENERAL CARE LANCET 100S;Alat Kesehatan;Dos;39000;46800;Dos
1,15E+58;GENTIAN VIOLET CITO 1% 10ML;Obat Bebas;Dos;8399999;3900;Botol
0114f0029;GLAUSETA 250MG TAB 100S;Obat Keras;Dos;511500;6050;Tablet
0111b0096;GLIBENCLAMIDE IF 5MG TAB 100S;Obat Keras;Dos;152735;180;Tablet
0111b0101;GLIDANIL 5MG TAB 100S;Obat Keras;Dos;53900;600;Tablet
0111b0118;GLIMEPIRIDE DEXA 1MG TAB 50S;Obat Keras;Dos;1514595;357.44;Tablet
0111b0119;GLIMEPIRIDE DEXA 2MG TAB 50S;Obat Keras;Dos;4035183;480;Tablet
0111b0120;GLIMEPIRIDE DEXA 3MG TAB 50S;Obat Keras;Dos;453617;540;Tablet
0111b0151;GLIQUIDONE DEXA 30MG TAB 100S;Obat Keras;Dos;13369395;1580;Tablet
20001806;GLUCO DR STRIP 25S;Alat Kesehatan;Dos;119000;142800;Dos
20001809;GLUCO DR SUPER SENSOR STRIP 25S;Alat Kesehatan;Dos;119000;142800;Dos
0111b0159;GLUCOPHAGE 500MG TAB 100S;Obat Keras;Dos;19760664;2331.75;Tablet
0111b0160;GLUCOPHAGE 850MG TAB 8S;Obat Keras;Dos;282051;2750;Tablet
0111b0162;GLUCOPHAGE XR 500MG TAB 120S;Obat Keras;Dos;31668078;3114.03;Tablet
0111b0163;GLUCOPHAGE XR 750MG TAB 120S;Obat Keras;Dos;34835463;3425.48;Tablet
1,12E+53;GLUCOSAMINE 250 MG 10 TABLET HJ;Obat Bebas;Dos;6214224;7020;Strip
0112e0051a;GLUCOSAMINE MPL MEDIKON 250MG TAB 100S;Vitamin;Dos;116600;13050;Strip
1,12E+54;GLUCOSAMINE MPL MEDIKON 500MG TAB 100S;Vitamin;Dos;13944375;15620;Strip
0111b0173;GLUCOVANCE 250MG/1,25MG TAB 100S;Obat Keras;Dos;2697409;3200;Tablet
0111b0174;GLUCOVANCE 500MG/2,5MG TAB 100S;Obat Keras;Dos;4327279;4850;Tablet
0111b0175;GLUCOVANCE 500MG/5MG TAB 100S;Obat Keras;Dos;467390;5500;Tablet
0111b0176;GLUDEPATIC 500MG TAB 100S;Obat Keras;Dos;26565;313.46;Tablet
0111b0182;GLUMIN 500MG TAB 50S;Obat Keras;Dos;56100;1323;Tablet
0111b0183;GLUMIN XR 500MG TAB 30S;Obat Keras;Dos;58674;2300;Tablet
0111b0188;GLURENORM 30MG TAB 100S;Obat Keras;Dos;3860593;4560;Tablet
0113f0956;GLUTROP TAB 30S;Vitamin;Dos;5219775;116922.96;Strip
1,12E+56;GOOD LIFE GCM FORTE SACH 30S;Vitamin;Dos;418275;15615.6;Sachet
0104k0121;GRAFIX 500MG CAP 50S;Obat Keras;Dos;96250;2300;Tablet
0108n0054;GRISEOFULVIN IF 125MG TAB 100S;Obat Keras;Dos;355124;400;Tablet
0108n0057;GRISEOFULVIN PRAFA 500MG TAB 100S;Obat Keras;Dos;18215074;2100;Tablet
RZZW8813;HANSAPLAST KAIN ELASTIS 10 LEMBAR;Alat Kesehatan;Dos;10132857;3880;Sachet
0116m0054;HANSAPLAST KOYO HANGAT;Alat Kesehatan;Dos;559884;6326.69;Sachet
0116m0055;HANSAPLAST KOYO PANAS;Alat Kesehatan;Dos;55484;6270;Sachet
20001874;HANSAPLAST ROL 1.25CMX1M;Alat Kesehatan;Dos;58476;3350;Pcs
20001876;HANSAPLAST ROL 1.25CMX5M;Alat Kesehatan;Dos;9320226;10720;Pcs
20001882;HANSAPLAST SC JUMBO STR KAIN ELASTIS 2617;Alat Kesehatan;Dos;2447016;28140;Dos
20001887;HANSAPLAST SC TRANSP 10S 1215;Alat Kesehatan;Dos;2286378;8770;Sachet
1,10E+06;HARNAL D 0,2MG CAP 28S;Obat Keras;Dos;49137591;20707.98;Tablet
1,10E+07;HARNAL OCAS 0.4MG TAB 30S;Obat Keras;Dos;4288383;16850;Tablet
1,12E+69;HEMAVITON ACTION CAP 5S STR;Vitamin;Dos;6013203;6794.92;Strip
1,12E+72;HEMAVITON CARDIO TAB STRIP 10S;Vitamin;Dos;157223;17610;Dos
1,12E+79;HEMAVITON STAMINA CAP 5S;Vitamin;Dos;572495;6400;Strip
1,12E+81;HEMOBION CAP 100S;Vitamin;Dos;2415699;27050;Strip
0101h00231;HEMORID CAP 36S;Obat Bebas;Dos;31418;35200;Dos
0101g0029;HEPA Q TAB 30S;Vitamin;Dos;1705275;38550;Strip
0101g0034;HEPATIN 750MG TAB 30S;Vitamin;Dos;150000;33600;Strip
0108p0091;HEPLAV 100MG TAB 30S;Obat Keras;Dos;145000;5700;Tablet
0118a0141;HEPTASAN 4MG TAB 100S;Obat Keras;Dos;41250;490;Tablet
1,02E+120;HERBESSER CD 100MG TAB 30S;Obat Keras;Dos;2706858;10650;Tablet
1,02E+121;HERBESSER CD 200MG TAB 30S;Obat Keras;Dos;4115034;16200;Tablet
0118a0146;HISTAPAN 50MG TAB 100S;Obat Keras;Dos;77000;900;Tablet
0104i0018;HISTIGO 6MG TAB 50S;Obat Keras;Dos;2902539;690;Tablet
0118a0147;HISTRINE 10MG TAB 30S;Obat Keras;Dos;139700;5500;Tablet
0118a0149;HISTRINE FT 10MG TAB 30S;Obat Keras;Dos;189810;7465.86;Tablet
0112c0016;HOLISTICARE SPR EST C TAB STR 4S;Vitamin;Dos;69930;6701.62;Strip
0118a0152;HOMOCLOMIN 10MG TAB 100S;Obat Keras;Dos;3422166;4050;Tablet
0113f6040;HP PRO CAP 120S;Obat Bebas;Dos;854700;79770;Strip
0112a0030;HUFABION CAP 100S;Vitamin;Dos;28500;3200;Strip
0104k0130;HUFAGESIC TAB 100S;Obat Bebas;Dos;27500;3100;Strip
0103c0240;HUFAGRIP FORTE TAB 100S;Oot Prekursor;Dos;3999999;4800;Strip
0104k0131;HUFRALGIN TAB 100S;Obat Keras;Dos;4749612;5600;Strip
1,16E+104;HYDROCORTISON IF 2,5% CR 5G;Obat Keras;Dos;115932;5700;Tube
0102l0082;HYPOFIL 300MG TAB 100S;Obat Keras;Dos;252525;2980;Capsul
0112e0412;IBERET FOLIC 500MG TAB 100S;Vitamin;Dos;36702705;41110;Strip
0104k0148;IBUPROFEN YARINDO 200MG TAB 100S;Obat Bebas;Dos;224775;250;Tablet
0104k0149;IBUPROFEN YARINDO 400MG TAB 100S;Obat Bebas;Dos;21756;250;Tablet
1,12E+88;IKANEURON TAB 100S;Obat Bebas;Dos;143000;16000;Strip
